kind,seed,family,score,best,best_score,kstar_used,kstar_own,kstarL_used,n_shell,C,C_star,M
isotropic_ownk,11,HCP,0.0,FCC,1.0,16.964600329384883,16.964600329384883,339.29200658769764,56,0.9999839921853295,0.0002433827210273181,
isotropic_inj,11,SC,0.3205342395671799,HCP,0.7177528696399722,0.3141592653589793,16.964600329384883,6.283185307179586,18,0.9999839921853295,0.0002433827210273181,
isotropic_inj,11,BCC,0.6794657604328199,HCP,0.7177528696399722,0.3141592653589793,16.964600329384883,6.283185307179586,18,0.9999839921853295,0.0002433827210273181,
isotropic_inj,11,FCC,0.0,HCP,0.7177528696399722,0.3141592653589793,16.964600329384883,6.283185307179586,18,0.9999839921853295,0.0002433827210273181,
isotropic_inj,11,HCP,0.7177528696399722,HCP,0.7177528696399722,0.3141592653589793,16.964600329384883,6.283185307179586,18,0.9999839921853295,0.0002433827210273181,
isotropic_ownk,12,SC,0.0,FCC,1.0,16.964600329384883,16.964600329384883,339.29200658769764,56,0.9999728146144488,0.0002697495439650227,
isotropic_ownk,12,BCC,0.0,FCC,1.0,16.964600329384883,16.964600329384883,339.29200658769764,56,0.9999728146144488,0.0002697495439650227,
isotropic_ownk,12,FCC,1.0,FCC,1.0,16.964600329384883,16.964600329384883,339.29200658769764,56,0.9999728146144488,0.0002697495439650227,
isotropic_ownk,12,HCP,0.0,FCC,1.0,16.964600329384883,16.964600329384883,339.29200658769764,56,0.9999728146144488,0.0002697495439650227,
isotropic_inj,12,SC,0.425908582395982,BCC,0.5740914176040179,0.3141592653589793,16.964600329384883,6.283185307179586,18,0.9999728146144488,0.0002697495439650227,
isotropic_inj,12,BCC,0.5740914176040179,BCC,0.5740914176040179,0.3141592653589793,16.964600329384883,6.283185307179586,18,0.9999728146144488,0.0002697495439650227,
isotropic_inj,12,FCC,0.0,BCC,0.5740914176040179,0.3141592653589793,16.964600329384883,6.283185307179586,18,0.9999728146144488,0.0002697495439650227,
isotropic_inj,12,HCP,0.5599187584785356,BCC,0.5740914176040179,0.3141592653589793,16.964600329384883,6.283185307179586,18,0.9999728146144488,0.0002697495439650227,
